401^718	114.10356	30.60113	-9.97	77
401^730	114.10356	30.61193	-5.75	3642
401^745	114.10356	30.62543	-8.03	783
401^772	114.10356	30.64973	-10.69	8
402^696	114.10460	30.58133	-8.69	49
402^708	114.10460	30.59213	-10.85	66
402^720	114.10460	30.60293	-7.34	203
402^735	114.10460	30.61643	-5.92	2216
402^762	114.10460	30.64073	-11.00	21
402^777	114.10460	30.65423	-2.50	1
403^710	114.10564	30.59393	-10.04	49
403^725	114.10564	30.60743	-7.67	492
403^752	114.10564	30.63173	-8.40	149
403^767	114.10564	30.64523	-9.87	34
404^700	114.10668	30.58493	-10.65	31
404^715	114.10668	30.59843	-11.14	58
404^742	114.10668	30.62273	-8.94	347
404^757	114.10668	30.63623	-10.24	52
404^784	114.10668	30.66053	-9.33	3
405^693	114.10772	30.57863	-8.74	73
405^705	114.10772	30.58943	-10.53	78
405^732	114.10772	30.61373	-6.08	1319
405^747	114.10772	30.62723	-5.10	23524
405^774	114.10772	30.65153	-9.23	22
406^698	114.10876	30.58313	-11.70	40
406^722	114.10876	30.60473	-7.73	190
406^737	114.10876	30.61823	-5.85	3336
406^764	114.10876	30.64253	-9.61	65
406^779	114.10876	30.65603	-9.07	36
407^712	114.10980	30.59573	-8.01	50
407^727	114.10980	30.60923	-5.90	2290
407^754	114.10980	30.63353	-11.25	46
407^769	114.10980	30.64703	-10.75	14
407^781	114.10980	30.65783	-8.29	34
408^690	114.11084	30.57593	-7.74	56
408^702	114.11084	30.58673	-11.03	19
408^717	114.11084	30.60023	-9.37	86
408^744	114.11084	30.62453	-8.40	814
408^759	114.11084	30.63803	-9.05	31
408^771	114.11084	30.64883	-10.10	10
409^695	114.11188	30.58043	-7.03	105
409^707	114.11188	30.59123	-11.10	30
409^734	114.11188	30.61553	-5.94	3203
409^749	114.11188	30.62903	-8.95	232
409^761	114.11188	30.63983	-9.05	28
409^776	114.11188	30.65333	-10.96	13
410^697	114.11292	30.58223	-10.89	27
410^709	114.11292	30.59303	-10.66	73
410^721	114.11292	30.60383	-6.48	319
410^736	114.11292	30.61733	-5.99	7787
410^763	114.11292	30.64163	-9.17	54
410^778	114.11292	30.65513	-11.57	14
411^711	114.11396	30.59483	-8.41	97
411^726	114.11396	30.60833	-7.82	502
411^753	114.11396	30.63263	-11.07	52
411^768	114.11396	30.64613	-9.50	31
411^780	114.11396	30.65693	-12.65	13
412^701	114.11500	30.58583	-8.91	28
412^716	114.11500	30.59933	-8.79	202
412^743	114.11500	30.62363	-6.50	1102
412^758	114.11500	30.63713	-10.35	59
412^770	114.11500	30.64793	-11.72	18
412^785	114.11500	30.66143	-10.46	26
413^694	114.11604	30.57953	-7.72	97
413^706	114.11604	30.59033	-9.76	54
413^733	114.11604	30.61463	-8.37	604
413^748	114.11604	30.62813	-10.42	312
413^760	114.11604	30.63893	-10.56	54
413^775	114.11604	30.65243	-11.04	28
414^699	114.11708	30.58403	-8.61	36
414^723	114.11708	30.60563	-7.59	552
414^738	114.11708	30.61913	-6.54	1420
414^750	114.11708	30.62993	-10.21	250
414^765	114.11708	30.64343	-10.92	12
415^689	114.11812	30.57503	-8.71	51
415^713	114.11812	30.59663	-7.67	1624
415^728	114.11812	30.61013	-6.60	5894
415^740	114.11812	30.62093	-6.54	1674
415^755	114.11812	30.63443	-8.79	99
415^782	114.11812	30.65873	-6.25	61
416^691	114.11916	30.57683	-9.17	44
416^703	114.11916	30.58763	-10.16	40
416^718	114.11916	30.60113	-7.38	1885
416^730	114.11916	30.61193	-6.45	6582
416^745	114.11916	30.62543	-6.81	12171
416^772	114.11916	30.64973	-10.46	24
417^696	114.12020	30.58133	-9.11	40
417^708	114.12020	30.59213	-10.16	73
417^720	114.12020	30.60293	-8.43	748
417^735	114.12020	30.61643	-7.56	1304
417^762	114.12020	30.64073	-4.13	590
417^777	114.12020	30.65423	-11.63	24
418^710	114.12124	30.59393	-9.20	245
418^725	114.12124	30.60743	-6.14	8043
418^752	114.12124	30.63173	-8.65	426
418^767	114.12124	30.64523	-8.97	100
419^700	114.12228	30.58493	-10.95	29
419^715	114.12228	30.59843	-5.61	5174
419^742	114.12228	30.62273	-8.99	1183
419^757	114.12228	30.63623	-7.37	307
419^784	114.12228	30.66053	-9.41	50
420^690	114.12332	30.57593	-9.50	71
420^702	114.12332	30.58673	-9.81	54
420^717	114.12332	30.60023	-7.07	2165
420^744	114.12332	30.62453	-8.09	4531
420^759	114.12332	30.63803	-5.92	433
420^771	114.12332	30.64883	-9.65	39
421^695	114.12436	30.58043	-11.01	56
421^707	114.12436	30.59123	-9.92	93
421^734	114.12436	30.61553	-5.66	16599
421^749	114.12436	30.62903	-6.40	3265
421^761	114.12436	30.63983	-7.41	377
421^776	114.12436	30.65333	-9.77	51
422^724	114.12540	30.60653	-6.39	6728
422^739	114.12540	30.62003	-7.73	933
422^751	114.12540	30.63083	-4.94	3162
422^766	114.12540	30.64433	-8.13	151
423^714	114.12644	30.59753	-9.06	204
423^729	114.12644	30.61103	-6.05	7788
423^741	114.12644	30.62183	-8.47	4628
423^756	114.12644	30.63533	-5.85	9598
423^783	114.12644	30.65963	-9.33	136
424^692	114.12748	30.57773	-10.38	71
424^704	114.12748	30.58853	-9.88	91
424^719	114.12748	30.60203	-9.56	298
424^731	114.12748	30.61283	-6.26	5367
424^746	114.12748	30.62633	-7.58	897
424^773	114.12748	30.65063	-8.24	96
425^697	114.12852	30.58223	-11.32	33
425^709	114.12852	30.59303	-10.81	101
425^721	114.12852	30.60383	-8.14	541
425^736	114.12852	30.61733	-7.40	4855
425^763	114.12852	30.64163	-8.47	304
425^778	114.12852	30.65513	-7.33	279
426^711	114.12956	30.59483	-9.83	81
426^726	114.12956	30.60833	-6.32	2359
426^753	114.12956	30.63263	-6.60	8023
426^768	114.12956	30.64613	-8.59	228
426^780	114.12956	30.65693	-7.11	1028
427^701	114.13060	30.58583	-9.39	95
427^716	114.13060	30.59933	-10.13	93
427^743	114.13060	30.62363	-6.88	27537
427^758	114.13060	30.63713	-6.96	3986
427^770	114.13060	30.64793	-8.22	245
427^785	114.13060	30.66143	-7.70	313
428^694	114.13164	30.57953	-10.74	88
428^706	114.13164	30.59033	-11.32	37
428^733	114.13164	30.61463	-5.55	60339
428^748	114.13164	30.62813	-6.84	2481
428^760	114.13164	30.63893	-7.26	1377
428^775	114.13164	30.65243	-7.41	401
429^699	114.13268	30.58403	-10.08	140
429^723	114.13268	30.60563	-4.77	39000
429^738	114.13268	30.61913	-7.81	2959
429^750	114.13268	30.62993	-7.14	5326
429^765	114.13268	30.64343	-6.01	3135
430^712	114.13372	30.59573	-8.99	168
430^727	114.13372	30.60923	-7.72	1061
430^754	114.13372	30.63353	-6.31	2172
430^769	114.13372	30.64703	-6.30	2625
430^781	114.13372	30.65783	-5.03	8748
431^690	114.13476	30.57593	-10.94	108
431^702	114.13476	30.58673	-10.59	140
431^717	114.13476	30.60023	-7.54	535
431^744	114.13476	30.62453	-5.84	86453
431^759	114.13476	30.63803	-7.03	2710
431^771	114.13476	30.64883	-7.74	721
432^695	114.13580	30.58043	-10.33	162
432^707	114.13580	30.59123	-9.91	93
432^734	114.13580	30.61553	-6.88	5569
432^749	114.13580	30.62903	-6.58	7452
432^761	114.13580	30.63983	-7.47	1756
432^776	114.13580	30.65333	-7.00	343
433^724	114.13684	30.60653	-8.53	724
433^739	114.13684	30.62003	-5.69	83423
433^751	114.13684	30.63083	-6.93	5698
433^766	114.13684	30.64433	-5.51	10425
434^714	114.13788	30.59753	-6.30	5486
434^729	114.13788	30.61103	-7.47	1243
434^741	114.13788	30.62183	-5.97	17888
434^756	114.13788	30.63533	-6.50	10436
434^783	114.13788	30.65963	-7.72	475
435^692	114.13892	30.57773	-10.22	281
435^704	114.13892	30.58853	-10.11	74
435^719	114.13892	30.60203	-6.33	5988
435^731	114.13892	30.61283	-6.57	5296
435^746	114.13892	30.62633	-5.77	10966
435^773	114.13892	30.65063	-6.10	4825
436^697	114.13996	30.58223	-8.11	494
436^709	114.13996	30.59303	-9.12	142
436^721	114.13996	30.60383	-7.42	633
436^736	114.13996	30.61733	-7.15	3542
436^763	114.13996	30.64163	-6.94	1675
436^778	114.13996	30.65513	-7.88	385
437^711	114.14100	30.59483	-7.58	364
437^726	114.14100	30.60833	-7.28	785
437^753	114.14100	30.63263	-6.71	2681
437^768	114.14100	30.64613	-7.55	1179
437^780	114.14100	30.65693	-7.65	234
438^701	114.14204	30.58583	-8.70	373
438^716	114.14204	30.59933	-6.25	5928
438^743	114.14204	30.62363	-6.48	37974
438^758	114.14204	30.63713	-6.85	1845
438^770	114.14204	30.64793	-7.30	906
438^785	114.14204	30.66143	-7.66	289
439^694	114.14308	30.57953	-7.63	2882
439^706	114.14308	30.59033	-10.52	56
439^733	114.14308	30.61463	-5.67	9822
439^748	114.14308	30.62813	-5.72	13529
439^760	114.14308	30.63893	-7.36	1479
439^775	114.14308	30.65243	-7.05	1905
440^696	114.14412	30.58133	-5.59	17262
440^708	114.14412	30.59213	-10.07	86
440^720	114.14412	30.60293	-7.14	499
440^735	114.14412	30.61643	-5.45	17589
440^762	114.14412	30.64073	-7.07	1483
440^777	114.14412	30.65423	-7.99	202
441^710	114.14516	30.59393	-10.96	97
441^725	114.14516	30.60743	-8.32	495
441^752	114.14516	30.63173	-6.59	5213
441^767	114.14516	30.64523	-6.80	2864
442^700	114.14620	30.58493	-7.47	1644
442^715	114.14620	30.59843	-9.26	259
442^742	114.14620	30.62273	-6.60	10604
442^757	114.14620	30.63623	-6.73	2340
442^784	114.14620	30.66053	-10.38	93
443^693	114.14724	30.57863	-6.00	3414
443^705	114.14724	30.58943	-10.24	121
443^732	114.14724	30.61373	-6.60	15601
443^747	114.14724	30.62723	-6.03	1701
443^774	114.14724	30.65153	-7.58	525
444^698	114.14828	30.58313	-7.50	1964
444^722	114.14828	30.60473	-8.09	191
444^737	114.14828	30.61823	-6.67	2955
444^764	114.14828	30.64253	-5.77	7456
444^779	114.14828	30.65603	-8.56	130
445^712	114.14932	30.59573	-9.21	511
445^727	114.14932	30.60923	-7.25	1157
445^754	114.14932	30.63353	-6.02	7474
445^769	114.14932	30.64703	-5.34	4252
445^781	114.14932	30.65783	-7.97	151
446^690	114.15036	30.57593	-7.90	473
446^702	114.15036	30.58673	-9.33	225
446^717	114.15036	30.60023	-7.44	351
446^744	114.15036	30.62453	-9.88	394
446^759	114.15036	30.63803	-6.75	2687
446^771	114.15036	30.64883	-7.18	1235
447^695	114.15140	30.58043	-8.19	753
447^707	114.15140	30.59123	-8.84	738
447^734	114.15140	30.61553	-6.63	2689
447^749	114.15140	30.62903	-5.59	1472
447^761	114.15140	30.63983	-6.79	1941
447^776	114.15140	30.65333	-5.83	1529
340^696	114.04012	30.58133	-5.44	4314
340^708	114.04012	30.59213	-8.99	55
340^720	114.04012	30.60293	-8.02	21
340^735	114.04012	30.61643	-10.27	137
340^762	114.04012	30.64073	-9.93	193
340^777	114.04012	30.65423	-11.20	10
341^710	114.04116	30.59393	-5.75	86
341^725	114.04116	30.60743	-9.51	87
341^752	114.04116	30.63173	-12.66	228
341^767	114.04116	30.64523	-9.95	48
342^700	114.04220	30.58493	-5.91	542
342^715	114.04220	30.59843	-7.64	135
342^742	114.04220	30.62273	-11.16	263
342^757	114.04220	30.63623	-12.59	143
342^784	114.04220	30.66053	-8.70	15
343^693	114.04324	30.57863	-5.40	338
343^705	114.04324	30.58943	-7.59	82
343^732	114.04324	30.61373	-12.11	48
343^747	114.04324	30.62723	-10.98	340
343^774	114.04324	30.65153	-12.50	8
344^698	114.04428	30.58313	-6.66	228
344^722	114.04428	30.60473	-9.57	15
344^737	114.04428	30.61823	-11.75	73
344^764	114.04428	30.64253	-13.60	63
344^779	114.04428	30.65603	-13.27	11
345^712	114.04532	30.59573	-5.26	277
345^727	114.04532	30.60923	-10.22	60
345^754	114.04532	30.63353	-11.03	590
345^769	114.04532	30.64703	-10.94	8
345^781	114.04532	30.65783	-13.88	8
346^690	114.04636	30.57593	-5.31	336
346^702	114.04636	30.58673	-8.80	43
346^717	114.04636	30.60023	-4.91	299
346^744	114.04636	30.62453	-10.27	311
346^759	114.04636	30.63803	-13.17	244
346^771	114.04636	30.64883	-9.05	11
347^695	114.04740	30.58043	-6.89	172
347^707	114.04740	30.59123	-6.59	102
347^734	114.04740	30.61553	-11.44	90
347^749	114.04740	30.62903	-11.69	1063
347^761	114.04740	30.63983	-13.63	156
347^776	114.04740	30.65333	-11.00	10
348^724	114.04844	30.60653	-9.83	33
348^739	114.04844	30.62003	-12.06	190
348^751	114.04844	30.63083	-8.70	3712
348^766	114.04844	30.64433	-12.56	50
349^714	114.04948	30.59753	-4.45	1320
349^729	114.04948	30.61103	-10.40	63
349^741	114.04948	30.62183	-13.40	262
349^756	114.04948	30.63533	-10.22	1672
349^783	114.04948	30.65963	-11.25	28
350^701	114.05052	30.58583	-6.58	164
350^716	114.05052	30.59933	-4.51	401
350^743	114.05052	30.62363	-12.05	402
350^758	114.05052	30.63713	-11.15	677
350^770	114.05052	30.64793	-10.63	12
350^785	114.05052	30.66143	-11.83	30
351^694	114.05156	30.57953	-5.12	1445
351^706	114.05156	30.59033	-10.41	39
351^733	114.05156	30.61463	-11.16	343
351^748	114.05156	30.62813	-8.87	3788
351^760	114.05156	30.63893	-11.81	351
351^775	114.05156	30.65243	-9.04	28
352^699	114.05260	30.58403	-7.17	201
352^723	114.05260	30.60563	-11.23	28
352^738	114.05260	30.61913	-10.76	856
352^750	114.05260	30.62993	-6.07	27068
352^765	114.05260	30.64343	-14.27	77
353^689	114.05364	30.57503	-5.31	1914
353^713	114.05364	30.59663	-5.71	340
353^728	114.05364	30.61013	-12.24	142
353^740	114.05364	30.62093	-10.23	1085
353^755	114.05364	30.63443	-7.74	8033
353^782	114.05364	30.65873	-11.07	21
354^691	114.05468	30.57683	-5.49	471
